nb_step	phi=0.2	phi=0.7
1147.0	0.28	0.26
1148.0	0.28	0.26
1149.0	0.28	0.26
1150.0	0.28	0.26
1151.0	0.28	0.26
1152.0	0.28	0.26
1153.0	0.28	0.26
1154.0	0.28	0.26
1155.0	0.28	0.26
1156.0	0.28	0.26
1157.0	0.28	0.26
1158.0	0.28	0.26
1159.0	0.28	0.26
1160.0	0.28	0.26
1161.0	0.28	0.26
1162.0	0.28	0.26
1163.0	0.28	0.26
1164.0	0.28	0.26
1165.0	0.28	0.26
1166.0	0.28	0.26
1167.0	0.28	0.26
1168.0	0.28	0.26
1169.0	0.28	0.26
1170.0	0.28	0.26
1171.0	0.28	0.26
1172.0	0.28	0.26
1173.0	0.28	0.26
1174.0	0.28	0.26
1175.0	0.28	0.26
1176.0	0.28	0.26
1177.0	0.28	0.26
1178.0	0.28	0.26
1179.0	0.28	0.26
1180.0	0.29	0.26
1181.0	0.29	0.26
1182.0	0.29	0.26
1183.0	0.29	0.26
1184.0	0.29	0.26
1185.0	0.29	0.26
1186.0	0.29	0.26
1187.0	0.29	0.26
1188.0	0.29	0.26
1189.0	0.29	0.26
1190.0	0.29	0.27
1191.0	0.29	0.27
1192.0	0.29	0.27
1193.0	0.29	0.27
1194.0	0.29	0.27
1195.0	0.29	0.27
1196.0	0.29	0.27
1197.0	0.29	0.27
1198.0	0.29	0.27
1199.0	0.29	0.27
1200.0	0.29	0.28
1201.0	0.29	0.28
1202.0	0.29	0.28
1203.0	0.29	0.28
1204.0	0.29	0.28
1205.0	0.29	0.28
1206.0	0.29	0.28
1207.0	0.29	0.28
1208.0	0.29	0.28
1209.0	0.29	0.28
1210.0	0.29	0.29
1211.0	0.29	0.29
1212.0	0.29	0.29
1213.0	0.29	0.29
1214.0	0.29	0.3
1215.0	0.29	0.3
1216.0	0.29	0.3
1217.0	0.29	0.3
1218.0	0.3	0.3
1219.0	0.3	0.3
1220.0	0.3	0.3
1221.0	0.3	0.3
1222.0	0.3	0.3
1223.0	0.3	0.3
1224.0	0.3	0.3
1225.0	0.3	0.3
1226.0	0.29	0.3
1227.0	0.29	0.3
1228.0	0.29	0.3
1229.0	0.29	0.3
1230.0	0.29	0.3
1231.0	0.29	0.3
1232.0	0.29	0.3
1233.0	0.3	0.3
1234.0	0.3	0.3
1235.0	0.3	0.3
1236.0	0.3	0.3
1237.0	0.3	0.3
1238.0	0.3	0.3
1239.0	0.3	0.31
1240.0	0.3	0.31
1241.0	0.3	0.31
1242.0	0.29	0.31
1243.0	0.29	0.31
1244.0	0.29	0.31
1245.0	0.29	0.31
1246.0	0.29	0.31
1247.0	0.29	0.31
1248.0	0.3	0.3
1249.0	0.31	0.3
1250.0	0.31	0.3
1251.0	0.31	0.3
1252.0	0.31	0.3
1253.0	0.31	0.3
1254.0	0.31	0.3
1255.0	0.31	0.3
1256.0	0.31	0.3
1257.0	0.31	0.3
1258.0	0.31	0.3
1259.0	0.31	0.3
1260.0	0.31	0.3
1261.0	0.31	0.3
1262.0	0.31	0.3
1263.0	0.31	0.3
1264.0	0.31	0.3
1265.0	0.31	0.3
1266.0	0.31	0.3
1267.0	0.31	0.3
1268.0	0.31	0.3
1269.0	0.32	0.3
1270.0	0.32	0.3
1271.0	0.32	0.3
1272.0	0.33	0.3
1273.0	0.33	0.3
1274.0	0.33	0.3
1275.0	0.33	0.3
1276.0	0.33	0.3
1277.0	0.33	0.3
1278.0	0.33	0.3
1279.0	0.33	0.3
1280.0	0.33	0.3
1281.0	0.33	0.3
1282.0	0.34	0.3
1283.0	0.34	0.3
1284.0	0.34	0.3
1285.0	0.34	0.3
1286.0	0.33	0.3
1287.0	0.33	0.29
1288.0	0.33	0.29
1289.0	0.33	0.29
1290.0	0.33	0.29
1291.0	0.33	0.29
1292.0	0.32	0.29
1293.0	0.32	0.29
1294.0	0.32	0.29
1295.0	0.32	0.3
1296.0	0.32	0.31
1297.0	0.33	0.31
1298.0	0.33	0.31
1299.0	0.33	0.31
1300.0	0.33	0.31
1301.0	0.33	0.31
1302.0	0.33	0.31
1303.0	0.33	0.31
1304.0	0.33	0.31
1305.0	0.33	0.32
1306.0	0.33	0.32
1307.0	0.33	0.32
1308.0	0.33	0.32
1309.0	0.33	0.32
1310.0	0.33	0.32
1311.0	0.33	0.32
1312.0	0.33	0.32
1313.0	0.33	0.32
1314.0	0.33	0.32
1315.0	0.33	0.32
1316.0	0.33	0.32
1317.0	0.33	0.32
1318.0	0.33	0.32
1319.0	0.33	0.32
1320.0	0.33	0.32
1321.0	0.34	0.32
1322.0	0.34	0.32
1323.0	0.34	0.32
1324.0	0.34	0.32
1325.0	0.34	0.32
1326.0	0.34	0.32
1327.0	0.34	0.32
1328.0	0.34	0.32
1329.0	0.34	0.32
1330.0	0.34	0.32
1331.0	0.34	0.32
1332.0	0.34	0.32
1333.0	0.34	0.32
1334.0	0.34	0.32
1335.0	0.34	0.32
1336.0	0.34	0.32
1337.0	0.34	0.32
1338.0	0.34	0.32
1339.0	0.34	0.32
1340.0	0.34	0.32
1341.0	0.34	0.32
1342.0	0.34	0.32
1343.0	0.34	0.32
1344.0	0.34	0.32
1345.0	0.35	0.32
1346.0	0.35	0.32
1347.0	0.35	0.32
1348.0	0.35	0.32
1349.0	0.35	0.32
1350.0	0.35	0.32
1351.0	0.35	0.32
1352.0	0.35	0.32
1353.0	0.35	0.33
1354.0	0.35	0.33
1355.0	0.35	0.33
1356.0	0.35	0.33
1357.0	0.35	0.33
1358.0	0.35	0.33
1359.0	0.35	0.33
1360.0	0.35	0.33
1361.0	0.35	0.33
1362.0	0.35	0.33
1363.0	0.35	0.33
1364.0	0.35	0.33
1365.0	0.35	0.33
1366.0	0.35	0.33
1367.0	0.35	0.33
1368.0	0.35	0.33
1369.0	0.35	0.33
1370.0	0.35	0.32
1371.0	0.35	0.32
1372.0	0.35	0.32
1373.0	0.36	0.32
1374.0	0.36	0.32
1375.0	0.36	0.32
1376.0	0.36	0.32
1377.0	0.35	0.32
1378.0	0.35	0.32
1379.0	0.35	0.32
1380.0	0.35	0.32
1381.0	0.35	0.32
1382.0	0.35	0.32
1383.0	0.35	0.32
1384.0	0.35	0.32
1385.0	0.35	0.32
1386.0	0.35	0.32
1387.0	0.35	0.31
1388.0	0.35	0.31
1389.0	0.35	0.31
1390.0	0.35	0.31
1391.0	0.35	0.31
1392.0	0.35	0.31
1393.0	0.35	0.31
1394.0	0.35	0.31
1395.0	0.35	0.31
1396.0	0.35	0.31
1397.0	0.35	0.31
1398.0	0.35	0.31
1399.0	0.35	0.31
1400.0	0.35	0.31
1401.0	0.35	0.31
1402.0	0.35	0.32
1403.0	0.35	0.33
1404.0	0.35	0.33
1405.0	0.35	0.33
1406.0	0.35	0.33
1407.0	0.35	0.32
1408.0	0.35	0.33
1409.0	0.35	0.33
1410.0	0.35	0.33
1411.0	0.35	0.34
1412.0	0.35	0.34
1413.0	0.35	0.35
1414.0	0.36	0.35
1415.0	0.36	0.35
1416.0	0.36	0.35
1417.0	0.36	0.35
1418.0	0.36	0.35
1419.0	0.36	0.35
1420.0	0.36	0.35
1421.0	0.36	0.35
1422.0	0.36	0.35
1423.0	0.36	0.35
1424.0	0.36	0.35
1425.0	0.36	0.35
1426.0	0.36	0.35
1427.0	0.36	0.34
1428.0	0.36	0.34
1429.0	0.36	0.34
1430.0	0.36	0.34
1431.0	0.36	0.34
1432.0	0.36	0.34
1433.0	0.36	0.34
1434.0	0.36	0.34
1435.0	0.36	0.34
1436.0	0.36	0.34
1437.0	0.36	0.34
1438.0	0.36	0.34
1439.0	0.36	0.34
1440.0	0.36	0.34
1441.0	0.36	0.34
1442.0	0.36	0.34
1443.0	0.36	0.34
1444.0	0.36	0.34
1445.0	0.36	0.34
1446.0	0.35	0.34
1447.0	0.35	0.34
1448.0	0.35	0.34
1449.0	0.35	0.34
1450.0	0.35	0.34
1451.0	0.35	0.34
1452.0	0.35	0.34
1453.0	0.35	0.34
1454.0	0.34	0.34
1455.0	0.34	0.34
1456.0	0.34	0.34
1457.0	0.34	0.34
1458.0	0.34	0.34
1459.0	0.34	0.34
1460.0	0.34	0.34
1461.0	0.34	0.34
1462.0	0.34	0.34
1463.0	0.35	0.34
1464.0	0.35	0.34
1465.0	0.35	0.34
1466.0	0.35	0.34
1467.0	0.35	0.34
1468.0	0.35	0.34
1469.0	0.35	0.34
1470.0	0.35	0.34
1471.0	0.35	0.34
1472.0	0.35	0.34
1473.0	0.35	0.34
1474.0	0.35	0.34
1475.0	0.35	0.34
1476.0	0.35	0.34
1477.0	0.35	0.34
1478.0	0.35	0.34
1479.0	0.35	0.33
1480.0	0.35	0.33
1481.0	0.35	0.33
1482.0	0.35	0.33
1483.0	0.35	0.33
1484.0	0.35	0.33
1485.0	0.35	0.33
1486.0	0.35	0.33
1487.0	0.34	0.33
1488.0	0.34	0.33
1489.0	0.34	0.33
1490.0	0.35	0.33
1491.0	0.35	0.33
1492.0	0.35	0.33
1493.0	0.34	0.33
1494.0	0.34	0.33
1495.0	0.34	0.33
1496.0	0.34	0.33
1497.0	0.34	0.32
1498.0	0.34	0.32
1499.0	0.34	0.32
1500.0	0.34	0.32
1501.0	0.34	0.32
1502.0	0.34	0.32
1503.0	0.34	0.32
1504.0	0.34	0.32
1505.0	0.34	0.32
1506.0	0.34	0.31
1507.0	0.34	0.32
1508.0	0.34	0.33
1509.0	0.34	0.33
1510.0	0.34	0.33
1511.0	0.34	0.33
1512.0	0.34	0.33
1513.0	0.33	0.33
1514.0	0.33	0.33
1515.0	0.33	0.33
1516.0	0.33	0.33
1517.0	0.33	0.33
1518.0	0.33	0.33
1519.0	0.33	0.33
1520.0	0.33	0.32
1521.0	0.33	0.32
1522.0	0.33	0.32
1523.0	0.33	0.32
1524.0	0.33	0.32
1525.0	0.33	0.32
1526.0	0.33	0.32
1527.0	0.33	0.33
1528.0	0.33	0.33
1529.0	0.33	0.33
1530.0	0.33	0.33
1531.0	0.32	0.33
1532.0	0.32	0.33
1533.0	0.32	0.33
1534.0	0.32	0.33
1535.0	0.32	0.33
1536.0	0.33	0.33
1537.0	0.33	0.33
1538.0	0.33	0.33
1539.0	0.33	0.33
1540.0	0.32	0.33
1541.0	0.32	0.33
1542.0	0.32	0.33
1543.0	0.32	0.33
1544.0	0.32	0.33
1545.0	0.32	0.33
1546.0	0.32	0.33
1547.0	0.32	0.33
1548.0	0.32	0.33
1549.0	0.31	0.33
1550.0	0.31	0.33
1551.0	0.31	0.33
1552.0	0.31	0.33
1553.0	0.32	0.33
1554.0	0.33	0.33
1555.0	0.33	0.32
1556.0	0.33	0.32
1557.0	0.33	0.32
1558.0	0.33	0.32
1559.0	0.33	0.32
1560.0	0.33	0.32
1561.0	0.33	0.32
1562.0	0.33	0.32
1563.0	0.33	0.32
1564.0	0.33	0.32
1565.0	0.33	0.32
1566.0	0.33	0.32
1567.0	0.33	0.31
1568.0	0.33	0.32
1569.0	0.33	0.32
1570.0	0.33	0.32
1571.0	0.33	0.32
1572.0	0.33	0.32
1573.0	0.33	0.32
1574.0	0.33	0.32
1575.0	0.33	0.32
1576.0	0.33	0.32
1577.0	0.33	0.32
1578.0	0.33	0.32
1579.0	0.33	0.32
1580.0	0.33	0.32
1581.0	0.33	0.31
1582.0	0.33	0.31
1583.0	0.34	0.31
1584.0	0.33	0.31
1585.0	0.33	0.31
1586.0	0.33	0.31
1587.0	0.33	0.31
1588.0	0.33	0.31
1589.0	0.33	0.31
1590.0	0.33	0.31
1591.0	0.33	0.31
1592.0	0.33	0.31
1593.0	0.33	0.31
1594.0	0.33	0.31
1595.0	0.34	0.31
1596.0	0.34	0.31
1597.0	0.34	0.31
1598.0	0.34	0.31
1599.0	0.34	0.31
1600.0	0.34	0.32
1601.0	0.34	0.32
1602.0	0.34	0.32
1603.0	0.34	0.32
1604.0	0.34	0.32
1605.0	0.34	0.32
1606.0	0.34	0.32
1607.0	0.34	0.32
1608.0	0.34	0.32
1609.0	0.34	0.33
1610.0	0.34	0.33
1611.0	0.34	0.33
1612.0	0.34	0.33
1613.0	0.34	0.33
1614.0	0.34	0.33
1615.0	0.35	0.33
1616.0	0.35	0.33
1617.0	0.35	0.33
1618.0	0.35	0.33
1619.0	0.35	0.33
1620.0	0.35	0.33
1621.0	0.35	0.33
1622.0	0.34	0.33
1623.0	0.34	0.33
1624.0	0.34	0.33
1625.0	0.34	0.33
1626.0	0.34	0.33
1627.0	0.33	0.33
1628.0	0.33	0.33
1629.0	0.32	0.33
1630.0	0.32	0.33
1631.0	0.32	0.33
1632.0	0.33	0.33
1633.0	0.33	0.33
1634.0	0.33	0.33
1635.0	0.33	0.33
1636.0	0.33	0.33
1637.0	0.33	0.33
1638.0	0.33	0.33
1639.0	0.33	0.33
1640.0	0.33	0.33
1641.0	0.33	0.33
1642.0	0.33	0.33
1643.0	0.33	0.33
1644.0	0.33	0.33
1645.0	0.33	0.33
1646.0	0.33	0.33
1647.0	0.33	0.33
1648.0	0.33	0.33
1649.0	0.33	0.33
1650.0	0.33	0.33
1651.0	0.33	0.33
1652.0	0.33	0.33
1653.0	0.33	0.33
1654.0	0.33	0.33
1655.0	0.33	0.33
1656.0	0.33	0.33
1657.0	0.33	0.33
1658.0	0.33	0.33
1659.0	0.33	0.33
1660.0	0.33	0.33
1661.0	0.33	0.33
1662.0	0.33	0.33
1663.0	0.33	0.33
1664.0	0.33	0.33
1665.0	0.32	0.33
1666.0	0.33	0.33
1667.0	0.33	0.33
1668.0	0.33	0.33
1669.0	0.33	0.33
1670.0	0.33	0.33
1671.0	0.33	0.33
1672.0	0.33	0.33
1673.0	0.33	0.32
1674.0	0.33	0.32
1675.0	0.33	0.32
1676.0	0.33	0.32
1677.0	0.33	0.32
1678.0	0.33	0.32
1679.0	0.33	0.32
1680.0	0.33	0.32
1681.0	0.33	0.32
1682.0	0.33	0.32
1683.0	0.34	0.32
1684.0	0.34	0.32
1685.0	0.34	0.31
1686.0	0.34	0.31
1687.0	0.33	0.31
1688.0	0.34	0.31
1689.0	0.34	0.31
1690.0	0.34	0.31
1691.0	0.34	0.31
1692.0	0.34	0.31
1693.0	0.34	0.31
1694.0	0.35	0.31
1695.0	0.35	0.31
1696.0	0.35	0.31
1697.0	0.36	0.31
1698.0	0.36	0.31
1699.0	0.36	0.31
1700.0	0.36	0.31
1701.0	0.36	0.32
1702.0	0.36	0.32
1703.0	0.36	0.32
1704.0	0.36	0.32
1705.0	0.36	0.32
1706.0	0.36	0.32
1707.0	0.36	0.32
1708.0	0.36	0.32
1709.0	0.36	0.32
1710.0	0.36	0.32
1711.0	0.36	0.32
1712.0	0.36	0.32
1713.0	0.35	0.31
1714.0	0.35	0.31
1715.0	0.35	0.31
1716.0	0.35	0.31
1717.0	0.35	0.32
1718.0	0.35	0.32
1719.0	0.35	0.32
1720.0	0.35	0.33
1721.0	0.35	0.33
1722.0	0.35	0.33
1723.0	0.35	0.33
1724.0	0.35	0.33
1725.0	0.35	0.33
1726.0	0.35	0.33
1727.0	0.35	0.33
1728.0	0.34	0.33
1729.0	0.34	0.33
1730.0	0.34	0.33
1731.0	0.34	0.33
1732.0	0.34	0.33
1733.0	0.34	0.33
1734.0	0.34	0.33
1735.0	0.34	0.33
1736.0	0.34	0.33
1737.0	0.35	0.33
1738.0	0.35	0.33
1739.0	0.35	0.33
1740.0	0.35	0.33
1741.0	0.35	0.33
1742.0	0.35	0.33
1743.0	0.35	0.33
1744.0	0.35	0.33
1745.0	0.35	0.33
1746.0	0.35	0.33
1747.0	0.35	0.32
1748.0	0.35	0.32
1749.0	0.35	0.32
1750.0	0.35	0.32
1751.0	0.35	0.32
1752.0	0.35	0.32
1753.0	0.35	0.32
1754.0	0.35	0.32
1755.0	0.35	0.32
1756.0	0.35	0.32
1757.0	0.35	0.32
1758.0	0.35	0.32
1759.0	0.35	0.32
1760.0	0.35	0.32
1761.0	0.35	0.32
1762.0	0.35	0.32
1763.0	0.35	0.32
1764.0	0.35	0.32
1765.0	0.35	0.32
1766.0	0.35	0.32
1767.0	0.35	0.32
1768.0	0.35	0.33
1769.0	0.35	0.33
1770.0	0.35	0.33
1771.0	0.35	0.33
1772.0	0.35	0.34
1773.0	0.35	0.34
1774.0	0.35	0.34
1775.0	0.35	0.34
1776.0	0.35	0.34
1777.0	0.35	0.34
1778.0	0.35	0.35
1779.0	0.35	0.35
1780.0	0.35	0.35
1781.0	0.35	0.35
1782.0	0.35	0.35
1783.0	0.35	0.35
1784.0	0.35	0.35
1785.0	0.35	0.35
1786.0	0.35	0.35
1787.0	0.35	0.34
1788.0	0.35	0.34
1789.0	0.34	0.34
1790.0	0.34	0.34
1791.0	0.34	0.34
1792.0	0.34	0.34
1793.0	0.34	0.34
1794.0	0.35	0.34
1795.0	0.35	0.34
1796.0	0.35	0.34
1797.0	0.35	0.34
1798.0	0.35	0.34
1799.0	0.35	0.34
1800.0	0.35	0.34
1801.0	0.35	0.34
1802.0	0.35	0.34
1803.0	0.35	0.34
1804.0	0.35	0.34
1805.0	0.35	0.34
1806.0	0.35	0.34
1807.0	0.35	0.34
1808.0	0.35	0.34
1809.0	0.35	0.34
1810.0	0.35	0.34
1811.0	0.35	0.34
1812.0	0.35	0.34
1813.0	0.35	0.34
1814.0	0.35	0.34
1815.0	0.35	0.35
1816.0	0.34	0.35
1817.0	0.34	0.35
1818.0	0.34	0.35
1819.0	0.34	0.35
1820.0	0.34	0.35
1821.0	0.34	0.35
1822.0	0.34	0.35
1823.0	0.34	0.35
1824.0	0.34	0.35
1825.0	0.34	0.35
1826.0	0.34	0.35
1827.0	0.34	0.36
1828.0	0.34	0.36
1829.0	0.34	0.36
1830.0	0.34	0.36
1831.0	0.34	0.36
1832.0	0.34	0.36
1833.0	0.34	0.36
1834.0	0.34	0.36
1835.0	0.34	0.36
1836.0	0.34	0.36
1837.0	0.34	0.36
1838.0	0.34	0.36
1839.0	0.34	0.37
1840.0	0.34	0.37
1841.0	0.34	0.37
1842.0	0.34	0.37
1843.0	0.34	0.37
1844.0	0.35	0.37
1845.0	0.35	0.37
1846.0	0.35	0.37
1847.0	0.35	0.37
1848.0	0.34	0.38
1849.0	0.33	0.38
1850.0	0.33	0.38
1851.0	0.33	0.38
1852.0	0.33	0.38
1853.0	0.33	0.38
1854.0	0.33	0.38
1855.0	0.33	0.38
1856.0	0.33	0.38
1857.0	0.33	0.38
1858.0	0.33	0.38
1859.0	0.33	0.39
1860.0	0.33	0.39
1861.0	0.33	0.39
1862.0	0.33	0.39
1863.0	0.33	0.39
1864.0	0.33	0.39
1865.0	0.33	0.39
1866.0	0.33	0.39
1867.0	0.33	0.4
1868.0	0.33	0.4
1869.0	0.33	0.4
1870.0	0.33	0.4
1871.0	0.33	0.4
1872.0	0.33	0.4
1873.0	0.33	0.4
1874.0	0.33	0.4
1875.0	0.33	0.4
1876.0	0.33	0.4
1877.0	0.33	0.4
1878.0	0.33	0.4
1879.0	0.33	0.4
1880.0	0.33	0.4
1881.0	0.33	0.4
1882.0	0.33	0.4
1883.0	0.34	0.4
1884.0	0.34	0.4
1885.0	0.34	0.41
1886.0	0.34	0.41
1887.0	0.34	0.41
1888.0	0.34	0.41
1889.0	0.34	0.4
1890.0	0.34	0.4
1891.0	0.34	0.4
1892.0	0.34	0.4
1893.0	0.34	0.4
1894.0	0.34	0.4
1895.0	0.34	0.4
1896.0	0.33	0.4
1897.0	0.33	0.4
1898.0	0.33	0.4
1899.0	0.33	0.4
1900.0	0.33	0.4
1901.0	0.33	0.39
1902.0	0.33	0.39
1903.0	0.33	0.39
1904.0	0.33	0.39
1905.0	0.33	0.39
1906.0	0.33	0.4
1907.0	0.33	0.4
1908.0	0.33	0.4
1909.0	0.33	0.4
1910.0	0.33	0.4
1911.0	0.33	0.4
1912.0	0.33	0.4
1913.0	0.33	0.4
1914.0	0.33	0.4
1915.0	0.33	0.4
1916.0	0.33	0.39
1917.0	0.34	0.39
1918.0	0.34	0.4
1919.0	0.34	0.4
1920.0	0.34	0.4
1921.0	0.34	0.4
1922.0	0.34	0.4
1923.0	0.34	0.4
1924.0	0.34	0.4
1925.0	0.34	0.4
1926.0	0.34	0.4
1927.0	0.34	0.4
1928.0	0.34	0.4
1929.0	0.34	0.39
1930.0	0.34	0.39
1931.0	0.34	0.39
1932.0	0.34	0.39
1933.0	0.34	0.39
1934.0	0.34	0.39
1935.0	0.34	0.39
1936.0	0.34	0.39
1937.0	0.34	0.39
1938.0	0.34	0.39
1939.0	0.34	0.39
1940.0	0.34	0.39
1941.0	0.34	0.39
1942.0	0.34	0.39
1943.0	0.34	0.39
1944.0	0.34	0.39
1945.0	0.34	0.39
1946.0	0.34	0.39
1947.0	0.34	0.39
1948.0	0.35	0.39
1949.0	0.35	0.39
1950.0	0.35	0.39
1951.0	0.35	0.39
1952.0	0.35	0.39
1953.0	0.35	0.39
1954.0	0.35	0.39
1955.0	0.35	0.39
1956.0	0.35	0.39
1957.0	0.35	0.39
1958.0	0.35	0.39
1959.0	0.35	0.39
1960.0	0.35	0.39
1961.0	0.35	0.39
1962.0	0.35	0.39
1963.0	0.35	0.39
1964.0	0.35	0.39
1965.0	0.35	0.39
1966.0	0.35	0.39
1967.0	0.35	0.39
1968.0	0.35	0.39
1969.0	0.35	0.4
1970.0	0.35	0.4
1971.0	0.35	0.4
1972.0	0.35	0.4
1973.0	0.35	0.4
1974.0	0.35	0.4
1975.0	0.35	0.4
1976.0	0.35	0.4
1977.0	0.35	0.4
1978.0	0.35	0.4
1979.0	0.35	0.4
1980.0	0.35	0.4
1981.0	0.35	0.4
1982.0	0.35	0.4
1983.0	0.35	0.4
1984.0	0.35	0.4
1985.0	0.35	0.4
1986.0	0.35	0.4
1987.0	0.35	0.4
1988.0	0.34	0.4
1989.0	0.35	0.4
1990.0	0.35	0.4
1991.0	0.35	0.4
1992.0	0.35	0.4
1993.0	0.35	0.4
1994.0	0.35	0.4
1995.0	0.35	0.4
1996.0	0.35	0.4
1997.0	0.35	0.4
1998.0	0.35	0.4
1999.0	0.35	0.4
2000.0	0.35	0.4
2001.0	0.35	0.4
2002.0	0.35	0.4
2003.0	0.35	0.4
2004.0	0.35	0.4
2005.0	0.35	0.41
2006.0	0.35	0.4
2007.0	0.36	0.4
2008.0	0.36	0.4
2009.0	0.36	0.4
2010.0	0.36	0.4
2011.0	0.36	0.4
2012.0	0.36	0.4
2013.0	0.36	0.4
2014.0	0.36	0.4
2015.0	0.35	0.4
2016.0	0.35	0.4
2017.0	0.35	0.4
2018.0	0.35	0.4
2019.0	0.35	0.4
2020.0	0.36	0.4
2021.0	0.36	0.4
2022.0	0.37	0.4
2023.0	0.37	0.4
2024.0	0.37	0.4
2025.0	0.37	0.4
2026.0	0.37	0.4
2027.0	0.37	0.4
2028.0	0.37	0.4
2029.0	0.37	0.4
2030.0	0.37	0.41
2031.0	0.37	0.41
2032.0	0.37	0.41
2033.0	0.37	0.41
2034.0	0.37	0.41
2035.0	0.37	0.41
2036.0	0.37	0.41
2037.0	0.37	0.41
2038.0	0.37	0.41
2039.0	0.37	0.41
2040.0	0.37	0.41
2041.0	0.37	0.42
2042.0	0.37	0.42
2043.0	0.37	0.42
2044.0	0.37	0.42
2045.0	0.37	0.42
2046.0	0.38	0.42
2047.0	0.38	0.42
2048.0	0.39	0.42
2049.0	0.39	0.42
2050.0	0.39	0.42
2051.0	0.39	0.42
2052.0	0.39	0.42
2053.0	0.39	0.42
2054.0	0.39	0.42
2055.0	0.39	0.42
2056.0	0.39	0.42
2057.0	0.39	0.42
2058.0	0.39	0.42
2059.0	0.39	0.42
2060.0	0.39	0.42
2061.0	0.39	0.42
2062.0	0.39	0.42
2063.0	0.39	0.42
2064.0	0.39	0.42
2065.0	0.39	0.42
2066.0	0.39	0.42
2067.0	0.39	0.42
2068.0	0.39	0.42
2069.0	0.39	0.42
2070.0	0.39	0.42
2071.0	0.39	0.42
2072.0	0.39	0.42
2073.0	0.39	0.41
2074.0	0.39	0.41
2075.0	0.39	0.41
2076.0	0.39	0.41
2077.0	0.39	0.41
2078.0	0.39	0.4
2079.0	0.39	0.4
2080.0	0.39	0.4
2081.0	0.39	0.4
2082.0	0.39	0.4
2083.0	0.39	0.4
2084.0	0.39	0.4
2085.0	0.39	0.4
2086.0	0.39	0.4
2087.0	0.39	0.4
2088.0	0.39	0.4
2089.0	0.39	0.4
2090.0	0.39	0.4
2091.0	0.39	0.4
2092.0	0.39	0.4
2093.0	0.39	0.4
2094.0	0.39	0.4
2095.0	0.39	0.4
2096.0	0.39	0.4
2097.0	0.39	0.4
2098.0	0.39	0.4
2099.0	0.39	0.4
2100.0	0.39	0.4
2101.0	0.39	0.4
2102.0	0.39	0.4
2103.0	0.39	0.4
2104.0	0.39	0.4
2105.0	0.39	0.41
2106.0	0.39	0.41
2107.0	0.39	0.41
2108.0	0.39	0.41
2109.0	0.39	0.41
2110.0	0.39	0.41
2111.0	0.39	0.41
2112.0	0.39	0.41
2113.0	0.39	0.41
2114.0	0.39	0.41
2115.0	0.39	0.41
2116.0	0.39	0.41
2117.0	0.39	0.41
2118.0	0.39	0.41
2119.0	0.39	0.42
2120.0	0.38	0.42
2121.0	0.38	0.42
2122.0	0.38	0.42
2123.0	0.38	0.42
2124.0	0.38	0.42
2125.0	0.38	0.42
2126.0	0.38	0.42
2127.0	0.38	0.42
2128.0	0.38	0.42
2129.0	0.38	0.42
2130.0	0.38	0.42
2131.0	0.38	0.42
2132.0	0.38	0.42
2133.0	0.38	0.42
2134.0	0.38	0.42
2135.0	0.37	0.42
2136.0	0.37	0.42
2137.0	0.37	0.42
2138.0	0.37	0.42
2139.0	0.37	0.42
2140.0	0.38	0.42
2141.0	0.38	0.42
2142.0	0.38	0.42
2143.0	0.38	0.42
2144.0	0.38	0.42
2145.0	0.38	0.42
2146.0	0.38	0.42
2147.0	0.38	0.42
2148.0	0.38	0.42
2149.0	0.38	0.42
2150.0	0.38	0.42
2151.0	0.38	0.42
2152.0	0.37	0.42
2153.0	0.37	0.42
2154.0	0.36	0.42
2155.0	0.36	0.41
2156.0	0.36	0.41
2157.0	0.36	0.41
2158.0	0.36	0.41
2159.0	0.36	0.41
2160.0	0.36	0.42
2161.0	0.36	0.42
2162.0	0.36	0.43
2163.0	0.36	0.43
2164.0	0.36	0.42
2165.0	0.36	0.42
2166.0	0.36	0.42
2167.0	0.36	0.42
2168.0	0.36	0.42
2169.0	0.37	0.42
2170.0	0.37	0.42
2171.0	0.37	0.42
2172.0	0.37	0.42
2173.0	0.37	0.42
2174.0	0.37	0.42
2175.0	0.37	0.42
2176.0	0.37	0.41
2177.0	0.37	0.41
2178.0	0.37	0.41
2179.0	0.37	0.41
2180.0	0.37	0.41
2181.0	0.36	0.41
2182.0	0.37	0.41
2183.0	0.37	0.41
2184.0	0.37	0.41
2185.0	0.37	0.41
2186.0	0.37	0.41
2187.0	0.37	0.41
2188.0	0.37	0.41
2189.0	0.37	0.41
2190.0	0.37	0.41
2191.0	0.37	0.41
2192.0	0.37	0.41
2193.0	0.37	0.41
2194.0	0.37	0.42
2195.0	0.37	0.42
2196.0	0.37	0.42
2197.0	0.37	0.42
2198.0	0.37	0.42
2199.0	0.37	0.42
2200.0	0.37	0.42
2201.0	0.37	0.42
2202.0	0.37	0.42
2203.0	0.37	0.42
2204.0	0.37	0.42
2205.0	0.37	0.42
2206.0	0.37	0.42
2207.0	0.37	0.43
2208.0	0.36	0.43
2209.0	0.36	0.43
2210.0	0.36	0.43
2211.0	0.36	0.42
2212.0	0.37	0.42
2213.0	0.37	0.42
2214.0	0.37	0.42
2215.0	0.37	0.42
2216.0	0.37	0.42
2217.0	0.36	0.42
2218.0	0.37	0.42
2219.0	0.36	0.42
2220.0	0.37	0.42
2221.0	0.37	0.42
