D	ratio C/C_max
0.08333333333333333	0.41807499999999964
0.16666666666666666	0.4091763888888887
0.25	0.41354027777777813
0.3333333333333333	0.4064513888888889
0.4166666666666667	0.41107361111111096
0.5	0.39896111111111116
0.5833333333333334	0.40120972222222184
0.6666666666666666	0.41297361111111125
0.75	0.4081597222222222
0.8333333333333334	0.39506249999999987
0.9166666666666666	0.40299583333333355
1.0	0.4069958333333335
